analysis_id	detail_file	detail_row	eval_config	perturbation	reference	hypothesis	wer	wacc	norm_plausibility	hallucination_like	2gram_reps	3gram_reps	4gram_reps	reference_norm	hypothesis_norm
1800	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	392	base	onset_noise_amp0.5_dur0.5	vitti s made only two english language films	bittes made only two english language films	0.25	0.75	1.0	1	0	0	0	vitti s made only two english language films	bittes made only two english language films
1801	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	393	base	onset_noise_amp0.5_dur0.5	charly was now alone	carly was now alone	0.25	0.75	1.0	1	0	0	0	charly was now alone	carly was now alone
1802	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	397	base	onset_noise_amp0.5_dur0.5	oh what is it	wow what is it	0.25	0.75	0.9348	1	0	0	0	oh what is it	wow what is it
1803	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	398	base	onset_noise_amp0.5_dur0.5	i ve stuck it back together	i have stuck it back together	0.1667	0.8333	1.0	1	0	0	0	i ve stuck it back together	i have stuck it back together
1804	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	399	base	onset_noise_amp0.5_dur0.5	japanese chemical weapons were later found mixed with soviet and chinese chemical weapons	japanese chemical weapons were later found mixed with soviet and chinese chemical weapons	0.0	1.0	1.0	0	1	0	0	japanese chemical weapons were later found mixed with soviet and chinese chemical weapons	japanese chemical weapons were later found mixed with soviet and chinese chemical weapons
1805	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	400	base	onset_noise_amp0.5_dur0.5	it s not one of those complicated things	city is more clearly visible	1.0	0.0	1.0	1	0	0	0	it s not one of those complicated things	city is more clearly visible
1806	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	413	base	onset_noise_amp0.5_dur0.5	further there is no mention of the comet in chinese literature of the time	further there is no mention of the comet in chinese literature of the time	0.0	1.0	1.0	0	1	0	0	further there is no mention of the comet in chinese literature of the time	further there is no mention of the comet in chinese literature of the time
1807	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	419	base	onset_noise_amp0.5_dur0.5	four hundred and fifty dollars	so that that is just a television	1.4	-0.4	0.1933	0	0	0	0	four hundred and fifty dollars	so that that is just a television
1808	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	434	base	onset_noise_amp0.5_dur0.5	unlike most armadillos they are not fossorial but will use abandoned giant anteater burrows	and like most armadillos they are not fossorial but will use abandoned giant and inner burrows	0.2857	0.7143	1.0	1	0	0	0	unlike most armadillos they are not fossorial but will use abandoned giant anteater burrows	and like most armadillos they are not fossorial but will use abandoned giant and inner burrows
1809	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	438	base	onset_noise_amp0.5_dur0.5	at the boundary between gorton and audenshaw it continues as manchester road	at the boundary between gordon and orton show it continues as manchester road	0.25	0.75	1.0	1	0	0	0	at the boundary between gorton and audenshaw it continues as manchester road	at the boundary between gordon and orton show it continues as manchester road
1810	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	441	base	onset_noise_amp0.5_dur0.5	lemme have the desk	let me have the desk	0.5	0.5	1.0	1	0	0	0	lemme have the desk	let me have the desk
1811	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	465	base	onset_noise_amp0.5_dur0.5	the oldest superstring theory containing open strings was type one string theory	the oldest stupas string theory contained open strings was taught one string theory	0.3333	0.6667	0.4419	0	1	0	0	the oldest superstring theory containing open strings was type one string theory	the oldest stupas string theory contained open strings was taught one string theory
1812	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	468	base	onset_noise_amp0.5_dur0.5	dicastillo is a village in navarra	de castillo is a village in navarra	0.3333	0.6667	1.0	1	0	0	0	dicastillo is a village in navarra	de castillo is a village in navarra
1813	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	471	base	onset_noise_amp0.5_dur0.5	except from the last two the other villages had been physically integrated into laredo	except from the last two the other villages had been physically degraded into the resort	0.2143	0.7857	1.0	1	0	0	0	except from the last two the other villages had been physically integrated into laredo	except from the last two the other villages had been physically degraded into the resort
1814	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	472	base	onset_noise_amp0.5_dur0.5	salman noor	salman noah	0.5	0.5	1.0	1	0	0	0	salman noor	salman noah
1815	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	476	base	onset_noise_amp0.5_dur0.5	perhaps you should just grow sea monkeys	perhaps we should just go and see what happens	0.8571	0.1429	1.0	1	0	0	0	perhaps you should just grow sea monkeys	perhaps we should just go and see what happens
1816	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	484	base	onset_noise_amp0.5_dur0.5	a train line used to run up to hidaka along the saru river	a train line used to run up to hiraka along the saraw river	0.1538	0.8462	1.0	1	0	0	0	a train line used to run up to hidaka along the saru river	a train line used to run up to hiraka along the saraw river
1817	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	488	base	onset_noise_amp0.5_dur0.5	pran nath was born into a wealthy family in lahore in present day pakistan	ranak was born into a wealthy family in lahore in present day pakistan	0.1429	0.8571	1.0	1	0	0	0	pran nath was born into a wealthy family in lahore in present day pakistan	ranak was born into a wealthy family in lahore in present day pakistan
1818	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	498	base	onset_noise_amp0.5_dur0.5	good bye said the boy	goodbye said the boy	0.4	0.6	1.0	1	0	0	0	good bye said the boy	goodbye said the boy
1819	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	511	base	onset_noise_amp0.5_dur0.5	mosjoukine was officially married three times	mozdrukeen was officially married three times	0.1667	0.8333	1.0	1	0	0	0	mosjoukine was officially married three times	mozdrukeen was officially married three times
1820	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	515	base	onset_noise_amp0.5_dur0.5	the sea has lived on in this shell because that s its destiny	the sea has lived on in this shell because that is destiny	0.1538	0.8462	1.0	1	0	0	0	the sea has lived on in this shell because that s its destiny	the sea has lived on in this shell because that is destiny
1821	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	526	base	onset_noise_amp0.5_dur0.5	four	four four four	2.0	-1.0	0.0	0	1	0	0	four	four four four
1822	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	535	base	onset_noise_amp0.5_dur0.5	the area around megali sterna consists mostly of agricultural land	the area around megalithina consists mostly of agricultural land	0.2	0.8	1.0	1	0	0	0	the area around megali sterna consists mostly of agricultural land	the area around megalithina consists mostly of agricultural land
1823	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	549	base	onset_noise_amp0.5_dur0.5	the borough council s main office is at cobalt business park in wallsend	the council s main office is at cobalt business park in warsand	0.1538	0.8462	1.0	1	0	0	0	the borough council s main office is at cobalt business park in wallsend	the council s main office is at cobalt business park in warsand
1824	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	553	base	onset_noise_amp0.5_dur0.5	for several years she was married to len wein	for several years she was married to a man named jimmy	0.4444	0.5556	1.0	1	0	0	0	for several years she was married to len wein	for several years she was married to a man named jimmy
1825	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	556	base	onset_noise_amp0.5_dur0.5	that s the sub foreman explained thorpe	some foreman explained the topic	0.8571	0.1429	1.0	1	0	0	0	that s the sub foreman explained thorpe	some foreman explained the topic
1826	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	557	base	onset_noise_amp0.5_dur0.5	trample the spark else the flames will spread	crumple the spark else the flames will spread	0.125	0.875	1.0	1	0	0	0	trample the spark else the flames will spread	crumple the spark else the flames will spread
1827	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	559	base	onset_noise_amp0.5_dur0.5	well what of that	well what was that	0.25	0.75	1.0	1	0	0	0	well what of that	well what was that
1828	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	564	base	onset_noise_amp0.5_dur0.5	it was my fear of failure that first kept me from attempting the master work	it was my fear of failure that first kept me from attempting the masterwork	0.1333	0.8667	1.0	1	0	0	0	it was my fear of failure that first kept me from attempting the master work	it was my fear of failure that first kept me from attempting the masterwork
1829	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	567	base	onset_noise_amp0.5_dur0.5	the rainforests are depleted we turned the planet into a waste ground	when the rainforests are depleted we turn the planet into a waste ground	0.1667	0.8333	1.0	1	0	0	0	the rainforests are depleted we turned the planet into a waste ground	when the rainforests are depleted we turn the planet into a waste ground
1830	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	595	base	onset_noise_amp0.5_dur0.5	from the interchange the expressway goes northeast and starts to parallel the chehalis river	from the interchange the expressway goes northeast and south to parallel the chihalas river	0.1429	0.8571	0.9091	1	0	0	0	from the interchange the expressway goes northeast and starts to parallel the chehalis river	from the interchange the expressway goes northeast and south to parallel the chihalas river
1831	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	603	base	onset_noise_amp0.5_dur0.5	machan argued against animal rights in his widely reprinted paper do animals have rights	macken argue against animal rights in his widely reprinted paper do animals have rights	0.1429	0.8571	1.0	1	0	0	0	machan argued against animal rights in his widely reprinted paper do animals have rights	macken argue against animal rights in his widely reprinted paper do animals have rights
1832	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	608	base	onset_noise_amp0.5_dur0.5	its design was one of the more unusual of contax s designs	its design was one of the more unusual of contacts designs	0.1667	0.8333	1.0	1	0	0	0	its design was one of the more unusual of contax s designs	its design was one of the more unusual of contacts designs
1833	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	612	base	onset_noise_amp0.5_dur0.5	he is however usually addressed as lord stern or lord stern of brentford	he is however usually dressed as lord sterne or lord sterne of brentford	0.2308	0.7692	1.0	1	1	0	0	he is however usually addressed as lord stern or lord stern of brentford	he is however usually dressed as lord sterne or lord sterne of brentford
1834	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	613	base	onset_noise_amp0.5_dur0.5	doane became the third wife of fellow missionary rev	dowen became a third wife of fellow missionary rao	0.3333	0.6667	1.0	1	0	0	0	doane became the third wife of fellow missionary rev	dowen became a third wife of fellow missionary rao
1835	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	614	base	onset_noise_amp0.5_dur0.5	the president is michel wolter	the president is micah walter	0.4	0.6	0.9466	1	0	0	0	the president is michel wolter	the president is micah walter
1836	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	624	base	onset_noise_amp0.5_dur0.5	the launch was flawless all systems were go except for doctor wang s experiment	the launch was flawless all systems were core except for the doctor vance experiment	0.2857	0.7143	1.0	1	0	0	0	the launch was flawless all systems were go except for doctor wang s experiment	the launch was flawless all systems were core except for the doctor vance experiment
1837	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_onset_noise_amp0.5_dur0.5.tsv	628	base	onset_noise_amp0.5_dur0.5	maybe because that wasn t really his dream	maybe because that wasn t really his theme	0.125	0.875	0.9478	1	0	0	0	maybe because that wasn t really his dream	maybe because that wasn t really his theme
